command,isKeyDetected,value,type,time_listen_start / focus_in_time,time_transcribed,time_inserted / focus_out_time
eyeball feel heavy,False,,,1597395639040,1597395642561,
are dolphins hairy,False,,,1597395643376,1597395646186,
light off in Harry Potter,False,,,1597395647509,1597395651214,
I'm talking Harry Potter,False,,,1597395688571,1597395691259,
firstname,Autofill,Harry,TEXT,1597395692874,1597395696205,1597395696214
lastname,Autofill,Potter,TEXT,1597395692874,1597395696205,1597395696217
address,Autofill,"4, Privet Drive",TEXT,1597395692874,1597395696205,1597395696220
country,Autofill,United Kingdom,SELECT,1597395692874,1597395696205,1597395696224
pin,Autofill,RG12 9FG,TEXT,1597395692874,1597395696205,1597395696230
email,Autofill,harry.potter@hogwarts.com,TEXT,1597395692874,1597395696205,1597395696233
phone,Autofill,,TEXT,1597395692874,1597395696205,1597395696235
city,Autofill,Surrey,TEXT,1597395692874,1597395696205,1597395696238
state,Autofill,,TEXT,1597395692874,1597395696205,1597395696242
profession student,True,student,SELECT,1597395697843,1597395701145,1597395701151
landmark School,True,School,TEXT,1597395702572,1597395705078,1597395705087
state Watford,True,Watford,TEXT,1597395706726,1597395709356,1597395709363
gender male,True,male,RADIO,1597395710081,1597395714156,1597395714163
vehicle bike,True,bike,CHECKBOX,1597395715486,1597395717744,1597395717754
H20,False,,,1597395718871,1597395721924,
age 20,True,20,RANGE,1597395723554,1597395726303,1597395726312
description this is a Harry Potter details page,True,this is a Harry Potter details page,TEXTAREA,1597395727229,1597395732217,1597395732226
phone 52 1396 1394,True,5213961394,TEXT,1597395732939,1597395738608,1597395738618
seal,False,,,1597395739782,1597395741742,
save,True,,,1597395742666,1597395744421,1597395744427
