command,isKeyDetected,value,type,time_listen_start / focus_in_time,time_transcribed,time_inserted / focus_out_time
firstname,Autofill,Pablo,TEXT,1597922512151,1597922514579,1597922514588
lastname,Autofill,Escobar,TEXT,1597922512151,1597922514579,1597922514590
address,Autofill,5860 North Bay Road,TEXT,1597922512151,1597922514579,1597922514592
country,Autofill,USA,SELECT,1597922512151,1597922514579,1597922514594
pin,Autofill,33140,TEXT,1597922512151,1597922514579,1597922514598
email,Autofill,escobar@netflix.com,TEXT,1597922512151,1597922514579,1597922514602
phone,Autofill,0112276899,TEXT,1597922512151,1597922514579,1597922514604
city,Autofill,Miami,TEXT,1597922512151,1597922514579,1597922514605
state,Autofill,,TEXT,1597922512151,1597922514579,1597922514607
profession drug lord,True,drug lord,SELECT,1597922516102,1597922519378,1597922519384
landmark laboratory,True,laboratory,TEXT,1597922520497,1597922523879,1597922523885
state Florida,True,Florida,TEXT,1597922524905,1597922527731,1597922527736
gender male,True,male,RADIO,1597922528494,1597922531550,1597922531558
vehicle car,True,car,CHECKBOX,1597922532479,1597922535366,1597922535376
age 40,True,40,RANGE,1597922536728,1597922538922,1597922538928
description and description,True,and description,TEXTAREA,1597922540158,1597922543203,1597922543211
save,True,,,1597922543926,1597922545576,1597922545581
