command,isKeyDetected,value,type,time_listen_start / focus_in_time,time_transcribed,time_inserted / focus_out_time
firstname,Autofill,Bruce,TEXT,1597741448347,1597741451959,1597741451969
lastname,Autofill,Wayne,TEXT,1597741448347,1597741451959,1597741451971
address,Autofill,1007 Mountain Drive,TEXT,1597741448347,1597741451959,1597741451973
country,Autofill,USA,SELECT,1597741448347,1597741451959,1597741451974
pin,Autofill,07001,TEXT,1597741448347,1597741451959,1597741451984
email,Autofill,batbruce@rich.com,TEXT,1597741448347,1597741451959,1597741451986
phone,Autofill,1122334478,TEXT,1597741448347,1597741451959,1597741451989
city,Autofill,Gotham,TEXT,1597741448347,1597741451959,1597741451993
state,Autofill,,TEXT,1597741448347,1597741451959,1597741451995
profession CEO,True,CEO,SELECT,1597741453998,1597741457820,1597741457828
landmark Hospital,True,Hospital,TEXT,1597741458947,1597741462700,1597741462706
State New York,True,New York,TEXT,1597741463633,1597741467091,1597741467108
gender male,True,male,RADIO,1597741468040,1597741471586,1597741471599
vehicle bike,True,bike,CHECKBOX,1597741472598,1597741475929,1597741475939
age 38,True,38,RANGE,1597741477157,1597741480707,1597741480717
description,True,,,1597741481769,1597741485231,
Description Bruce Wayne save,True,Bruce Wayne save,TEXTAREA,1597741487669,1597741493722,1597741493730
save,True,,,1597741494699,1597741497024,1597741497030
