command,isKeyDetected,value,type,time_listen_start / focus_in_time,time_transcribed,time_inserted / focus_out_time
Harry Potter,False,,,1597749155498,1597749158537,
firstname,Autofill,Harry,TEXT,1597749161048,1597749164679,1597749164697
lastname,Autofill,Potter,TEXT,1597749161048,1597749164679,1597749164700
address,Autofill,"4, Privet Drive",TEXT,1597749161048,1597749164679,1597749164703
country,Autofill,United Kingdom,SELECT,1597749161048,1597749164679,1597749164707
pin,Autofill,RG12 9FG,TEXT,1597749161048,1597749164679,1597749164709
email,Autofill,harry.potter@hogwarts.com,TEXT,1597749161048,1597749164679,1597749164711
phone,Autofill,,TEXT,1597749161048,1597749164679,1597749164713
city,Autofill,Surrey,TEXT,1597749161048,1597749164679,1597749164716
state,Autofill,,TEXT,1597749161048,1597749164679,1597749164718
profession student,True,student,SELECT,1597749167494,1597749170732,1597749170740
landmark School,True,School,TEXT,1597749171868,1597749175459,1597749175467
phone 52 1396 1394,True,5213961394,TEXT,1597749176868,1597749186493,1597749186500
state Watford,True,Watford,TEXT,1597749187508,1597749190868,1597749190875
gender male,True,male,RADIO,1597749193489,1597749196641,1597749196652
vehicle bike,True,bike,CHECKBOX,1597749197583,1597749201179,1597749201192
H20,False,,,1597749207695,1597749210239,
age 20,True,20,RANGE,1597749212960,1597749215987,1597749215997
description my name is my uncle,True,my name is my uncle,TEXTAREA,1597749217618,1597749221323,1597749221333
save,True,,,1597749224242,1597749226387,1597749226395
