command,isKeyDetected,value,type,time_listen_start / focus_in_time,time_transcribed,time_inserted / focus_out_time
firstname,Autofill,John,TEXT,1597845475585,1597845479364,1597845479377
lastname,Autofill,Watson,TEXT,1597845475585,1597845479364,1597845479381
address,Autofill,"221B, Baker Street",TEXT,1597845475585,1597845479364,1597845479383
country,Autofill,United Kingdom,SELECT,1597845475585,1597845479364,1597845479386
pin,Autofill,NW1 6XE,TEXT,1597845475585,1597845479364,1597845479391
email,Autofill,johnw@beingdoctor.com,TEXT,1597845475585,1597845479364,1597845479393
phone,Autofill,0112634888,TEXT,1597845475585,1597845479364,1597845479395
city,Autofill,London,TEXT,1597845475585,1597845479364,1597845479397
state,Autofill,,TEXT,1597845475585,1597845479364,1597845479401
profession doctor,True,doctor,SELECT,1597845481011,1597845483847,1597845483859
landmark library,True,library,TEXT,1597845485373,1597845487793,1597845487801
State England,True,England,TEXT,1597845488707,1597845491069,1597845491075
gender male,True,male,RADIO,1597845491836,1597845494010,1597845494020
vehicle car,True,car,CHECKBOX,1597845494944,1597845497257,1597845497264
836,False,,,1597845498287,1597845501711,
age 36,True,36,RANGE,1597845503233,1597845506492,1597845506499
description about John Watson,True,about John Watson,TEXTAREA,1597845507941,1597845512874,1597845512886
save,True,,,1597845514101,1597845515889,1597845515899
