command,isKeyDetected,value,type,time_listen_start / focus_in_time,time_transcribed,time_inserted / focus_out_time
firstname,Autofill,Sherlock,TEXT,1597759352740,1597759355275,1597759355340
lastname,Autofill,Holmes,TEXT,1597759352740,1597759355275,1597759355366
address,Autofill,"221B, Baker Street",TEXT,1597759352740,1597759355275,1597759355381
country,Autofill,United Kingdom,SELECT,1597759352740,1597759355275,1597759355392
pin,Autofill,NW1 6XE,TEXT,1597759352740,1597759355275,1597759355402
email,Autofill,sherlock@gov.uk,TEXT,1597759352740,1597759355275,1597759355412
phone,Autofill,1747503639,TEXT,1597759352740,1597759355275,1597759355428
city,Autofill,London,TEXT,1597759352740,1597759355275,1597759355446
state,Autofill,,TEXT,1597759352740,1597759355275,1597759355461
profession detective,True,detective,SELECT,1597759358021,1597759360864,1597759360917
landmark Hospital,True,Hospital,TEXT,1597759361892,1597759364474,1597759364534
State England,True,England,TEXT,1597759365684,1597759368020,1597759368084
gender male,True,male,RADIO,1597759369216,1597759371962,1597759372037
Google car,False,,,1597759373746,1597759375055,
bacon car,False,,,1597759376212,1597759378681,
vehicle car,True,car,CHECKBOX,1597759380347,1597759382908,1597759382980
age 35,True,35,RANGE,1597759384553,1597759387133,1597759387208
description test,True,test,TEXTAREA,1597759387983,1597759390469,1597759390536
Seaham,False,,,1597759392889,1597759394577,
save,True,,,1597759395485,1597759397238,1597759397252
