command,isKeyDetected,value,type,time_listen_start / focus_in_time,time_transcribed,time_inserted / focus_out_time
I dolphin Pablo,False,,,1597396081960,1597396086008,
firstname,Autofill,Pablo,TEXT,1597396099156,1597396102648,1597396102657
lastname,Autofill,Escobar,TEXT,1597396099156,1597396102648,1597396102658
address,Autofill,5860 North Bay Road,TEXT,1597396099156,1597396102648,1597396102660
country,Autofill,USA,SELECT,1597396099156,1597396102648,1597396102663
pin,Autofill,33140,TEXT,1597396099156,1597396102648,1597396102667
email,Autofill,escobar@netflix.com,TEXT,1597396099156,1597396102648,1597396102669
phone,Autofill,0112276899,TEXT,1597396099156,1597396102648,1597396102671
city,Autofill,Miami,TEXT,1597396099156,1597396102648,1597396102674
state,Autofill,,TEXT,1597396099156,1597396102648,1597396102680
profession drug lord,True,drug lord,SELECT,1597396104178,1597396107560,1597396107570
landmark laboratory,True,laboratory,TEXT,1597396108678,1597396111906,1597396111913
state Florida,True,Florida,TEXT,1597396112639,1597396116228,1597396116243
gender male,True,male,RADIO,1597396116956,1597396119676,1597396119687
recall car,False,,,1597396120502,1597396123117,
Regal car,False,,,1597396124458,1597396127443,
h40,False,,,1597396128179,1597396131413,
age 40,True,40,RANGE,1597396132343,1597396135925,1597396135934
description Pablo from Miami Florida,True,Pablo from Miami Florida,TEXTAREA,1597396136649,1597396142274,1597396142282
Regal car,False,,,1597396142993,1597396145723,
vehicle,Mouse Click,car,CHECKBOX,1597396149429,,1597396153421
zoom,False,,,1597396156425,1597396158314,
save,True,,,1597396159334,1597396161106,1597396161112
